Dataset	Genome_replicon	AMR_annotation_count
High complexity	GCF_024748695.1	10
High complexity	GCF_024748735.1	3
High complexity	GCF_024748775.1	3
High complexity	GCF_024748795.1	10
High complexity	GCF_024748835.1	8
High complexity	GCF_024748925.1	7
High complexity	GCF_024748965.1	6
High complexity	GCF_024748985.1	4
High complexity	GCF_024749045.1	6
High complexity	GCF_024749085.1	6
High complexity	GCF_024749125.1	7
High complexity	GCF_024749165.1	3
High complexity	GCF_024749185.1	7
High complexity	GCF_024749205.1	8
High complexity	GCF_024749225.1	10
High complexity	GCF_024749245.1	10
High complexity	GCF_024749285.1	7
High complexity	GCF_024749305.1	6
High complexity	GCF_024749325.1	7
High complexity	GCF_024749345.1	6
High complexity	GCF_024749365.1	7
High complexity	GCF_024757985.1	3
High complexity	GCF_024758005.1	1
High complexity	GCF_024758505.1	5
High complexity	GCF_024758705.1	4
High complexity	GCF_024760565.1	8
High complexity	GCF_024765015.1	27
High complexity	GCF_024802625.1	1
High complexity	GCF_024806875.1	7
High complexity	GCF_024806925.1	3
High complexity	GCF_024807835.1	12
High complexity	GCF_024810035.1	1
High complexity	GCF_024832785.1	2
High complexity	GCF_024919355.1	4
High complexity	GCF_024927925.1	4
High complexity	GCF_024927965.1	4
High complexity	GCF_024970185.1	9
High complexity	GCF_024970695.1	4
High complexity	GCF_024971095.1	2
High complexity	GCF_024971855.1	8
High complexity	GCF_024981055.1	9
High complexity	GCF_025118245.1	3
High complexity	GCF_025133575.1	9
High complexity	GCF_025136295.1	1
High complexity	GCF_025137375.1	7
High complexity	GCF_025138695.1	2
High complexity	GCF_025139345.1	3
High complexity	GCF_025140155.1	3
High complexity	GCF_025140295.1	2
High complexity	GCF_025140835.1	3
High complexity	GCF_025141175.1	1
High complexity	GCF_025141335.1	2
High complexity	GCF_025141525.1	7
High complexity	GCF_025141855.1	2
High complexity	GCF_025141875.1	2
High complexity	GCF_025141935.1	2
High complexity	GCF_025142135.1	1
High complexity	GCF_025142275.1	2
High complexity	GCF_025143985.1	1
High complexity	GCF_025144145.1	2
High complexity	GCF_025144335.1	1
High complexity	GCF_025144465.1	2
High complexity	GCF_025146395.1	6
High complexity	GCF_025148665.1	1
High complexity	GCF_025150725.1	5
High complexity	GCF_025151995.1	15
High complexity	GCF_025152625.1	33
High complexity	GCF_025200695.1	5
High complexity	GCF_025200715.1	2
High complexity	GCF_025200735.1	6
High complexity	GCF_025200865.1	5
High complexity	GCF_025200885.1	9
High complexity	GCF_025200905.1	4
High complexity	GCF_025200925.1	6
High complexity	GCF_025209875.1	9
High complexity	GCF_025231525.1	2
High complexity	GCF_025234775.1	3
High complexity	GCF_025244685.1	2
High complexity	GCF_025244745.1	2
High complexity	GCF_025244825.1	3
High complexity	GCF_025244845.1	3
High complexity	GCF_025244865.1	3
High complexity	GCF_025244925.1	2
High complexity	GCF_025252265.1	4
High complexity	GCF_025252405.1	5
High complexity	GCF_025263265.1	5
High complexity	GCF_025263485.1	6
High complexity	GCF_025263565.1	6
High complexity	GCF_025264625.1	3
High complexity	GCF_025264645.1	1
High complexity	GCF_025264665.1	2
High complexity	GCF_025264685.1	6
High complexity	GCF_025266735.1	4
High complexity	GCF_025268675.1	1
High complexity	GCF_025273675.1	3
High complexity	GCF_025290815.1	5
High complexity	GCF_025309455.1	2
High complexity	GCF_025340265.1	3
High complexity	GCF_025345565.1	3
High complexity	GCF_025369935.1	11
High complexity	GCF_025370095.1	5
High complexity	GCF_025371035.1	5
High complexity	GCF_025398015.1	3
High complexity	GCF_025398035.1	5
High complexity	GCF_025398155.2	3
High complexity	GCF_025398175.1	5
High complexity	GCF_025398735.1	3
High complexity	GCF_025398775.1	3
High complexity	GCF_025402955.1	2
High complexity	GCF_025427835.1	4
High complexity	GCF_025449295.1	3
High complexity	GCF_025452055.1	3
High complexity	GCF_025452095.1	2
High complexity	GCF_025452195.1	4
High complexity	GCF_025452215.1	5
High complexity	GCF_025558485.1	3
High complexity	GCF_025560745.1	10
High complexity	GCF_025562755.1	2
High complexity	GCF_025583665.1	1
High complexity	GCF_025598485.1	3
High complexity	GCF_025604205.1	12
High complexity	GCF_025628925.2	2
High complexity	GCF_025639885.1	3
High complexity	GCF_025642095.1	28
High complexity	GCF_025642115.1	5
High complexity	GCF_025642135.1	5
High complexity	GCF_025642155.1	2
High complexity	GCF_025642175.1	6
High complexity	GCF_025642735.1	32
High complexity	GCF_025642995.1	9
High complexity	GCF_025643095.1	6
High complexity	GCF_025643255.1	4
High complexity	GCF_025643355.1	3
High complexity	GCF_025643395.1	1
High complexity	GCF_025643595.1	6
High complexity	GCF_025656905.1	13
High complexity	GCF_025665295.1	5
High complexity	GCF_025665335.1	6
High complexity	GCF_025666195.1	5
High complexity	GCF_025666235.1	4
High complexity	GCF_025677855.1	7
High complexity	GCF_025685425.1	4
High complexity	GCF_025698825.1	1
High complexity	GCF_025725645.1	3
High complexity	GCF_025725665.1	5
High complexity	GCF_025725685.1	3
High complexity	GCF_025727575.1	1
High complexity	GCF_025728255.1	29
High complexity	GCF_025736935.1	2
High complexity	GCF_025739275.1	8
High complexity	GCF_025790165.1	8
High complexity	GCF_025809195.1	16
High complexity	GCF_025813715.1	5
High complexity	GCF_025821225.1	2
High complexity	GCF_025821305.1	3
High complexity	GCF_025821345.1	5
High complexity	GCF_025821405.1	4
High complexity	GCF_025821425.1	5
High complexity	GCF_025821465.1	2
High complexity	GCF_025821505.1	6
High complexity	GCF_025821605.1	3
High complexity	GCF_025821645.1	6
High complexity	GCF_025821705.1	3
High complexity	GCF_025821725.1	5
High complexity	GCF_025821735.1	6
High complexity	GCF_025821765.1	6
High complexity	GCF_025821785.1	2
High complexity	GCF_025821805.1	4
High complexity	GCF_025821825.1	7
High complexity	GCF_025821885.1	5
High complexity	GCF_025821905.1	5
High complexity	GCF_025821945.1	4
High complexity	GCF_025822005.1	4
High complexity	GCF_025822025.1	5
High complexity	GCF_025822085.1	3
High complexity	GCF_025822105.1	4
High complexity	GCF_025822185.1	4
High complexity	GCF_025822215.1	3
High complexity	GCF_025822285.1	10
High complexity	GCF_025822325.1	4
High complexity	GCF_025822365.1	7
High complexity	GCF_025822385.1	5
High complexity	GCF_025822435.1	5
High complexity	GCF_025822465.1	1
High complexity	GCF_025822525.1	1
High complexity	GCF_025822535.1	6
High complexity	GCF_025822585.1	3
High complexity	GCF_025822625.1	4
High complexity	GCF_025822645.1	4
High complexity	GCF_025822715.1	2
High complexity	GCF_025822805.1	4
High complexity	GCF_025822825.1	2
High complexity	GCF_025822845.1	5
High complexity	GCF_025822925.1	1
High complexity	GCF_025822965.1	3
High complexity	GCF_025822985.1	4
High complexity	GCF_025823005.1	4
High complexity	GCF_025823075.1	5
High complexity	GCF_025823155.1	5
High complexity	GCF_025823225.1	5
High complexity	GCF_025823305.1	3
High complexity	GCF_025823345.1	5
High complexity	GCF_025823355.1	3
High complexity	GCF_025836975.1	2
High complexity	GCF_025836995.1	2
High complexity	GCF_025837095.1	1
High complexity	GCF_025837155.1	7
High complexity	GCF_025846855.1	5
High complexity	GCF_025846885.1	3
High complexity	GCF_025847085.1	3
High complexity	GCF_025847175.1	2
High complexity	GCF_025847205.1	5
High complexity	GCF_025847435.1	5
High complexity	GCF_025854275.1	3
High complexity	GCF_025854335.1	2
High complexity	GCF_025854375.1	3
High complexity	GCF_025857195.1	3
High complexity	GCF_025881875.1	12
High complexity	GCF_025908335.1	4
High complexity	GCF_025908395.1	3
High complexity	GCF_025908475.1	5
High complexity	GCF_025917005.1	1
High complexity	GCF_025946765.1	12
High complexity	GCF_025947065.1	4
High complexity	GCF_025947185.1	5
High complexity	GCF_025947305.1	3
High complexity	GCF_025947345.1	5
High complexity	GCF_025947365.1	6
High complexity	GCF_025957665.1	2
High complexity	GCF_025960285.1	3
High complexity	GCF_025960325.1	1
High complexity	GCF_025961375.1	3
High complexity	GCF_025961485.1	1
High complexity	GCF_025961535.1	3
High complexity	GCF_025962055.1	3
High complexity	GCF_025979705.1	2
High complexity	GCF_025979885.1	2
High complexity	GCF_025985525.1	5
High complexity	GCF_025997855.1	4
High complexity	GCF_025997915.1	1
High complexity	GCF_025997995.1	1
High complexity	GCF_025998535.1	2
High complexity	GCF_025999835.1	2
High complexity	GCF_026000375.1	1
High complexity	GCF_026000635.1	1
High complexity	GCF_026012555.1	5
High complexity	GCF_026013905.1	2
High complexity	GCF_026013965.1	2
High complexity	GCF_026013985.1	2
High complexity	GCF_026014005.1	7
High complexity	GCF_026015985.1	4
High complexity	GCF_026016285.1	8
High complexity	GCF_026016325.1	6
High complexity	GCF_026016345.1	7
High complexity	GCF_026016365.1	9
High complexity	GCF_026016385.1	1
High complexity	GCF_026016705.1	4
High complexity	GCF_026016725.1	4
High complexity	GCF_026016745.1	3
High complexity	GCF_026017845.1	9
High complexity	GCF_026020075.1	3
High complexity	GCF_026072635.1	9
High complexity	GCF_026072915.1	1
High complexity	GCF_026104355.1	4
High complexity	GCF_026105875.1	7
High complexity	GCF_026105885.1	3
High complexity	GCF_026127295.1	5
High complexity	GCF_026151165.2	1
High complexity	GCF_026153095.1	5
High complexity	GCF_026153295.1	3
High complexity	GCF_026153355.1	4
High complexity	GCF_026153455.1	3
High complexity	GCF_026153515.1	9
High complexity	GCF_026167525.1	2
High complexity	GCF_026167545.1	4
High complexity	GCF_026167605.1	5
High complexity	GCF_026168105.1	3
High complexity	GCF_026168515.1	2
High complexity	GCF_026168555.1	1
High complexity	GCF_026169785.1	10
High complexity	GCF_026183555.1	18
High complexity	GCF_026184235.1	4
High complexity	GCF_026191725.2	2
High complexity	GCF_026192955.1	2
High complexity	GCF_026210475.1	8
High complexity	GCF_026226235.1	6
High complexity	GCF_026229605.1	3
High complexity	GCF_026230175.1	2
High complexity	GCF_026230195.1	1
High complexity	GCF_026233155.1	10
High complexity	GCF_026239535.1	8
High complexity	GCF_026240635.1	3
High complexity	GCF_026241895.1	6
High complexity	GCF_026247885.1	4
High complexity	GCF_026248825.1	6
High complexity	GCF_026261605.1	3
High complexity	GCF_026278245.1	3
High complexity	GCF_026278345.1	1
High complexity	GCF_026319345.1	4
High complexity	GCF_026340135.1	4
High complexity	GCF_026340175.1	5
High complexity	GCF_026342305.1	8
High complexity	GCF_026342745.1	5
High complexity	GCF_026342895.1	6
High complexity	GCF_026344195.1	6
High complexity	GCF_026409565.1	1
High complexity	GCF_026410065.1	7
High complexity	GCF_026410125.1	9
High complexity	GCF_026427355.1	1
High complexity	GCF_026427415.1	6
High complexity	GCF_026427635.1	4
High complexity	GCF_026427715.1	3
High complexity	GCF_026427775.1	1
High complexity	GCF_026428275.1	60
High complexity	GCF_026501225.1	4
High complexity	GCF_026616255.1	9
High complexity	GCF_026616955.1	2
High complexity	GCF_026625045.1	1
High complexity	GCF_026625065.1	1
High complexity	GCF_026625565.1	7
High complexity	GCF_026625585.1	1
High complexity	GCF_026625605.1	4
High complexity	GCF_026625645.1	3
High complexity	GCF_026625705.1	2
High complexity	GCF_026625725.1	4
High complexity	GCF_026625745.1	2
High complexity	GCF_026625765.1	2
High complexity	GCF_026625785.1	2
High complexity	GCF_026625805.1	4
High complexity	GCF_026625825.1	4
High complexity	GCF_026625845.1	1
High complexity	GCF_026625865.1	1
High complexity	GCF_026625885.1	6
High complexity	GCF_026625985.1	4
High complexity	GCF_026626005.1	4
High complexity	GCF_026627225.1	5
High complexity	GCF_026642215.1	3
High complexity	GCF_026642255.1	5
High complexity	GCF_026646375.1	5
High complexity	GCF_026651065.1	7
High complexity	GCF_026651485.1	9
High complexity	GCF_026651585.1	9
High complexity	GCF_026651605.1	4
High complexity	GCF_026651855.1	9
High complexity	GCF_026651895.1	4
High complexity	GCF_026651955.1	2
High complexity	GCF_026683955.1	1
High complexity	GCF_026686735.1	15
High complexity	GCF_026723805.1	2
High complexity	GCF_026723825.1	6
High complexity	GCF_026723865.1	5
High complexity	GCF_026727675.1	4
High complexity	GCF_026735415.2	41
High complexity	GCF_026743115.1	1
High complexity	GCF_026792345.1	9
High complexity	GCF_026797105.1	8
High complexity	GCF_026797755.1	13
High complexity	GCF_026802075.1	1
High complexity	GCF_026802175.1	4
High complexity	GCF_026802195.1	4
High complexity	GCF_026802215.1	1
High complexity	GCF_026802235.1	5
High complexity	GCF_026802345.1	4
High complexity	GCF_026810085.1	5
High complexity	GCF_026810205.1	8
High complexity	GCF_026810365.1	2
High complexity	GCF_026810445.1	6
High complexity	GCF_026810505.1	10
High complexity	GCF_026811385.1	5
High complexity	GCF_026847575.1	7
High complexity	GCF_026870155.1	1
High complexity	GCF_026870175.2	2
High complexity	GCF_026898095.1	2
High complexity	GCF_026898115.1	1
High complexity	GCF_026898155.1	2
High complexity	GCF_026965535.1	4
High complexity	GCF_026965555.1	7
High complexity	GCF_026967475.1	7
High complexity	GCF_026967615.1	20
High complexity	GCF_027111095.2	3
High complexity	GCF_027111255.2	3
High complexity	GCF_027111275.1	5
High complexity	GCF_027111295.1	5
High complexity	GCF_027111315.2	2
High complexity	GCF_027111335.1	2
High complexity	GCF_027111355.2	1
High complexity	GCF_027118995.1	5
High complexity	GCF_027158565.1	1
High complexity	GCF_027171405.1	1
High complexity	GCF_027214245.1	1
High complexity	GCF_027270315.1	3
High complexity	GCF_027270515.1	1
High complexity	GCF_027271155.1	1
High complexity	GCF_027286305.1	3
High complexity	GCF_027286385.1	4
High complexity	GCF_027319405.1	2
High complexity	GCF_027359115.1	5
High complexity	GCF_027359675.1	3
High complexity	GCF_027359925.1	3
High complexity	GCF_027366555.1	2
High complexity	GCF_027474405.1	3
High complexity	GCF_027474525.2	1
High complexity	GCF_027478735.1	3
High complexity	GCF_027497155.1	3
High complexity	GCF_027497175.1	5
High complexity	GCF_027497195.1	5
High complexity	GCF_027497215.1	4
High complexity	GCF_027497235.1	6
High complexity	GCF_027497255.1	4
High complexity	GCF_027497275.1	3
High complexity	GCF_027497295.1	3
High complexity	GCF_027497315.1	2
High complexity	GCF_027497335.1	4
High complexity	GCF_027497355.1	4
High complexity	GCF_027497375.1	5
High complexity	GCF_027497395.1	2
High complexity	GCF_027497495.1	3
High complexity	GCF_027558435.1	2
High complexity	GCF_027591785.1	13
High complexity	GCF_027594385.1	6
High complexity	GCF_027594485.1	1
High complexity	GCF_027594505.1	3
High complexity	GCF_027594725.1	22
High complexity	GCF_027594785.1	1
High complexity	GCF_027594845.1	1
High complexity	GCF_027594865.1	6
High complexity	GCF_027595145.1	19
High complexity	GCF_027625375.1	1
High complexity	GCF_027625475.1	3
High complexity	GCF_027625935.1	3
High complexity	GCF_027625995.1	3
High complexity	GCF_027626035.1	1
High complexity	GCF_027626975.1	7
High complexity	GCF_027627435.1	7
High complexity	GCF_027627475.1	5
High complexity	GCF_027627575.1	11
High complexity	GCF_027671005.1	5
High complexity	GCF_027684825.1	16
High complexity	GCF_027692035.1	2
High complexity	GCF_027692225.1	2
High complexity	GCF_027695885.1	17
High complexity	GCF_027854205.1	3
High complexity	GCF_027856995.1	7
High complexity	GCF_027886475.1	3
High complexity	GCF_027886585.1	3
High complexity	GCF_027886705.1	26
High complexity	GCF_027891305.1	41
High complexity	GCF_027912415.1	5
High complexity	GCF_027912495.1	2
High complexity	GCF_027912515.1	1
High complexity	GCF_027912535.1	2
High complexity	GCF_027912575.1	26
High complexity	GCF_027913035.1	1
High complexity	GCF_027913215.1	1
High complexity	GCF_027920785.2	10
High complexity	GCF_027922245.1	1
High complexity	GCF_027922405.1	10
High complexity	GCF_027923765.1	3
High complexity	GCF_027924405.1	3
High complexity	GCF_027924565.1	3
High complexity	GCF_027924605.1	4
High complexity	GCF_027924665.1	5
High complexity	GCF_027924845.1	6
High complexity	GCF_027924885.1	6
High complexity	GCF_027925125.1	3
High complexity	GCF_027925385.1	3
High complexity	GCF_027925445.1	2
High complexity	GCF_027941835.1	3
High complexity	GCF_027941915.1	1
High complexity	GCF_027941955.1	2
High complexity	GCF_027942015.1	8
High complexity	GCF_027943625.1	4
High complexity	GCF_027943945.1	3
High complexity	GCF_027943965.1	1
High complexity	GCF_027945725.1	1
High complexity	GCF_027947515.1	3
High complexity	GCF_027947595.1	6
High complexity	GCF_027947635.1	16
High complexity	GCF_027983475.1	6
High complexity	GCF_027988115.1	4
High complexity	GCF_028010285.1	6
High complexity	GCF_028021195.1	1
High complexity	GCF_028198105.1	9
High complexity	GCF_028198125.1	4
High complexity	GCF_028198145.1	7
High complexity	GCF_028198165.1	5
High complexity	GCF_028198185.1	4
High complexity	GCF_028201555.1	1
High complexity	GCF_028210115.1	2
High complexity	GCF_028282265.1	2
High complexity	GCF_028292705.1	2
High complexity	GCF_028329455.1	5
High complexity	GCF_028370115.1	3
High complexity	GCF_028416635.1	3
High complexity	GCF_028421645.1	6
High complexity	GCF_028446585.1	3
High complexity	GCF_028451225.2	8
High complexity	GCF_028463845.1	3
