<<<<<<< HEAD
name	taxid	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	percent_total_reads	accn
Hymenobacter radiodurans	2496028	S	485	433	918	1.00E-05	1.00E-03	GCF_004355185.1
Pontibacter sp. SGAir0037	2571030	S	600	95	695	1.00E-05	1.00E-03	GCF_005491705.1
Pontibacter korlensis	400092	S	455	38	493	1.00E-05	1.00E-03	GCF_000973725.1
Pontibacter pudoricolor	2694930	S	409	34	443	1.00E-05	1.00E-03	GCF_010092985.1
Rufibacter sp. DG15C	1379909	S	599	157	756	1.00E-05	1.00E-03	GCF_001577755.1
Rufibacter tibetensis	512763	S	525	46	571	1.00E-05	1.00E-03	GCF_001310085.1
Adhaeribacter swui	2086471	S	614	43	657	1.00E-05	1.00E-03	GCF_014217805.1
Adhaeribacter radiodurans	2745197	S	530	27	557	1.00E-05	1.00E-03	GCF_014075995.1
Nibribacter ruber	2698458	S	557	142	699	1.00E-05	1.00E-03	GCF_009913235.1
Spirosoma sp. KCTC 42546	2520506	S	872	35	907	1.00E-05	1.00E-03	GCF_006965485.1
Spirosoma montaniterrae	1178516	S	957	11	968	1.00E-05	1.00E-03	GCF_001988955.1
Spirosoma foliorum	2710596	S	891	40	931	1.00E-05	1.00E-03	GCF_014117325.1
Spirosoma aerolatum	1211326	S	749	15	764	1.00E-05	1.00E-03	GCF_002056795.1
Spirosoma aureum	2692134	S	651	286	937	1.00E-05	1.00E-03	GCF_011604685.1
Rhodocytophaga rosea	2704465	S	711	3	714	1.00E-05	1.00E-03	GCF_010119975.1
Dyadobacter pollutisoli	2910158	S	766	39	805	1.00E-05	1.00E-03	GCF_026625565.1
Dyadobacter fanqingshengii	2906443	S	653	98	751	1.00E-05	1.00E-03	GCF_023822005.2
Dyadobacter chenwenxiniae	2906456	S	651	38	689	1.00E-05	1.00E-03	GCF_022869785.1
Dyadobacter chenhuakuii	2909339	S	636	87	723	1.00E-05	1.00E-03	GCF_023821985.2
Dyadobacter sp. NIV53	2861765	S	481	15	496	1.00E-05	1.00E-03	GCF_019711195.1
Larkinella sp. IE-0392	2907205	S	697	102	799	1.00E-05	1.00E-03	GCF_021484805.1
Runella slithyformis	106	S	831	26	857	1.00E-05	1.00E-03	GCF_000218895.1
Runella rosea	2259595	S	580	22	602	1.00E-05	1.00E-03	GCF_003325355.1
Runella sp. SP2	2268026	S	444	6	450	1.00E-05	1.00E-03	GCF_003711225.1
Emticicia sp. 21SJ11W-3	2916755	S	405	8	413	1.00E-05	1.00E-03	GCF_024138715.1
Echinicola strongylocentroti	1795355	S	306	20	326	1.00E-05	1.00E-03	GCF_003260975.1
Echinicola vietnamensis	390884	S	292	152	444	1.00E-05	1.00E-03	GCF_000325705.1
Echinicola rosea	1807691	S	263	91	354	1.00E-05	1.00E-03	GCF_014642715.1
Algoriphagus sp. Y33	2772483	S	332	17	349	1.00E-05	1.00E-03	GCF_014838715.1
Fulvivirga ulvae	2904245	S	359	22	381	1.00E-05	1.00E-03	GCF_021389975.1
Catalinimonas niigatensis	1397264	S	555	39	594	1.00E-05	1.00E-03	GCF_030506285.1
Tunicatimonas pelagia	931531	S	399	1	400	1.00E-05	1.00E-03	GCF_030506325.1
Pedobacter sp. KBS0701	2578106	S	774	174	948	1.00E-05	1.00E-03	GCF_005938645.2
Pedobacter sp. D749	2856523	S	664	154	818	1.00E-05	1.00E-03	GCF_019317285.1
Pedobacter sp. HDW13	2714940	S	631	59	690	1.00E-05	1.00E-03	GCF_011303555.1
Pedobacter sp. G11	2482728	S	515	56	571	1.00E-05	1.00E-03	GCF_003860265.1
Pedobacter sp.	1411316	S	463	40	503	1.00E-05	1.00E-03	GCF_031119335.1
Pedobacter sp. SL55	2995161	S	393	15	408	1.00E-05	1.00E-03	GCF_026625705.1
Pedobacter sp. PACM 27299	1727164	S	283	99	382	1.00E-05	1.00E-03	GCF_001412655.1
Pedobacter ginsengisoli	363852	S	864	74	938	1.00E-05	1.00E-03	GCF_030244015.1
Pedobacter roseus	336820	S	629	128	757	1.00E-05	1.00E-03	GCF_014395225.1
Pedobacter endophyticus	2789740	S	588	35	623	1.00E-05	1.00E-03	GCF_015679185.1
Pedobacter steynii	430522	S	553	36	589	1.00E-05	1.00E-03	GCF_013204785.1
Pedobacter suwonensis	332999	S	519	79	598	1.00E-05	1.00E-03	GCF_007833675.1
Pedobacter schmidteae	2201271	S	508	32	540	1.00E-05	1.00E-03	GCF_900564155.1
Pedobacter cryoconitis	188932	S	449	70	519	1.00E-05	1.00E-03	GCF_019352875.1
Pedobacter mucosus	2895286	S	419	19	438	1.00E-05	1.00E-03	GCF_022200785.1
Pedobacter aquae	2605747	S	316	9	325	1.00E-05	1.00E-03	GCF_008195825.1
Pedobacter gandavensis	2679963	S	308	207	515	1.00E-05	1.00E-03	GCF_029909495.1
Sphingobacterium sp. ML3W	1538644	S	444	117	561	1.00E-05	1.00E-03	GCF_029542085.1
Sphingobacterium sp. KACC 22765	3025669	S	361	16	377	1.00E-05	1.00E-03	GCF_028736175.1
Sphingobacterium sp. CZ-2	2557994	S	270	58	328	1.00E-05	1.00E-03	GCF_004526235.1
Sphingobacterium sp. UDSM-2020	2795738	S	204	174	378	1.00E-05	1.00E-03	GCF_016132525.1
Sphingobacterium spiritivorum	258	S	498	346	844	1.00E-05	1.00E-03	GCF_016725645.1
Sphingobacterium thalpophilum	259	S	338	402	740	1.00E-05	1.00E-03	GCF_030005665.1
Sphingobacterium hotanense	649196	S	313	93	406	1.00E-05	1.00E-03	GCF_030324445.1
Sphingobacterium lactis	797291	S	259	237	496	1.00E-05	1.00E-03	GCF_011046555.1
Sphingobacterium multivorum	28454	S	245	487	732	1.00E-05	1.00E-03	GCF_032115615.1
Anseongella ginsenosidimutans	496056	S	807	7	814	1.00E-05	1.00E-03	GCF_008033235.1
Olivibacter sp. LS-1	2592345	S	386	13	399	1.00E-05	1.00E-03	GCF_008245145.1
Olivibacter sp. SDN3	2764720	S	348	38	386	1.00E-05	1.00E-03	GCF_014334135.1
Solitalea canadensis	995	S	332	13	345	1.00E-05	1.00E-03	GCF_000242635.2
Pseudopedobacter saltans	151895	S	262	220	482	1.00E-05	1.00E-03	GCF_000190735.1
Flavobacterium sp. N1736	2986823	S	585	122	707	1.00E-05	1.00E-03	GCF_025947065.1
Flavobacterium sp. KBS0721	1179672	S	584	187	771	1.00E-05	1.00E-03	GCF_002007065.3
Flavobacterium sp. CLA17	2724135	S	437	68	505	1.00E-05	1.00E-03	GCF_013112255.2
Flavobacterium sp. F-323	2893885	S	409	70	479	1.00E-05	1.00E-03	GCF_020911925.1
Flavobacterium sp. SLB02	2665645	S	379	100	479	1.00E-05	1.00E-03	GCF_009664855.1
Flavobacterium sp. IMCC34852	2732161	S	352	52	404	1.00E-05	1.00E-03	GCF_030643905.1
Flavobacterium sp. ZE23DGlu08	3059026	S	346	109	455	1.00E-05	1.00E-03	GCF_030505335.1
Flavobacterium sp. F-29	2893883	S	333	61	394	1.00E-05	1.00E-03	GCF_020911885.1
Flavobacterium sp. CJ74	2294119	S	332	10	342	1.00E-05	1.00E-03	GCF_003403075.1
Flavobacterium sp. N2038	2986829	S	326	74	400	1.00E-05	1.00E-03	GCF_025947185.1
Flavobacterium sp. F-70	2893884	S	325	55	380	1.00E-05	1.00E-03	GCF_020911905.1
Flavobacterium sp. K5-23	2746225	S	303	41	344	1.00E-05	1.00E-03	GCF_023278045.1
Flavobacterium sp. Sr18	935222	S	296	72	368	1.00E-05	1.00E-03	GCF_011064265.1
Flavobacterium sp. CJ75	3034146	S	289	103	392	1.00E-05	1.00E-03	GCF_030378165.1
Flavobacterium sp. 140616W15	2478552	S	288	41	329	1.00E-05	1.00E-03	GCF_003668995.1
Flavobacterium sp. TR2	2977321	S	275	145	420	1.00E-05	1.00E-03	GCF_025252405.1
Flavobacterium sp. N502536	2986837	S	272	102	374	1.00E-05	1.00E-03	GCF_025947345.1
Flavobacterium sp. YJ01	3031997	S	270	219	489	1.00E-05	1.00E-03	GCF_029320955.1
Flavobacterium sp. GSB-24	2994319	S	265	106	371	1.00E-05	1.00E-03	GCF_027924665.1
Flavobacterium sp. KACC 22763	3025668	S	188	180	368	1.00E-05	1.00E-03	GCF_028736155.1
Flavobacterium sp. B183	907046	S	185	239	424	1.00E-05	1.00E-03	GCF_023539155.1
Flavobacterium sp. N502540	2986838	S	174	190	364	1.00E-05	1.00E-03	GCF_025947365.1
Flavobacterium sp. IMCC34518	3003623	S	173	674	847	1.00E-05	1.00E-03	GCF_027111095.2
Flavobacterium sp. CECT 9288	2845819	S	149	250	399	1.00E-05	1.00E-03	GCF_918731615.1
Flavobacterium sp. I3-2	2748319	S	127	233	360	1.00E-05	1.00E-03	GCF_013389595.1
Flavobacterium sp. CHNK8	2871165	S	119	208	327	1.00E-05	1.00E-03	GCF_019774515.1
Flavobacterium gilvum	1492737	S	823	60	883	1.00E-05	1.00E-03	GCF_001761465.1
Flavobacterium marginilacus	3003256	S	697	54	751	1.00E-05	1.00E-03	GCF_026870155.1
Flavobacterium eburneipallidum	3003263	S	689	46	735	1.00E-05	1.00E-03	GCF_027111355.2
Flavobacterium aestivum	3003257	S	566	47	613	1.00E-05	1.00E-03	GCF_026870175.2
Flavobacterium pallidum	2172098	S	547	25	572	1.00E-05	1.00E-03	GCF_003097535.1
Flavobacterium pectinovorum	29533	S	516	79	595	1.00E-05	1.00E-03	GCF_030505355.1
Flavobacterium magnum	2162713	S	512	24	536	1.00E-05	1.00E-03	GCF_003055625.1
Flavobacterium album	2175091	S	472	15	487	1.00E-05	1.00E-03	GCF_003096035.1
Flavobacterium nackdongense	2547394	S	471	23	494	1.00E-05	1.00E-03	GCF_004355225.1
Flavobacterium johnsoniae	986	S	446	416	862	1.00E-05	1.00E-03	GCF_030388325.1
Flavobacterium anhuiense	459526	S	404	100	504	1.00E-05	1.00E-03	GCF_023612075.1
Flavobacterium sangjuense	2518177	S	359	15	374	1.00E-05	1.00E-03	GCF_004797125.1
Flavobacterium commune	1306519	S	352	33	385	1.00E-05	1.00E-03	GCF_001857965.1
Flavobacterium bizetiae	2704140	S	343	76	419	1.00E-05	1.00E-03	GCF_024271895.1
Flavobacterium endoglycinae	2816357	S	335	39	374	1.00E-05	1.00E-03	GCF_017352115.1
Flavobacterium gelatinilyticum	3003260	S	310	56	366	1.00E-05	1.00E-03	GCF_027111295.1
Flavobacterium lacustre	3016339	S	296	29	325	1.00E-05	1.00E-03	GCF_027474525.2
Flavobacterium flavigenum	3003258	S	255	70	325	1.00E-05	1.00E-03	GCF_027111255.2
Flavobacterium gyeonganense	1310418	S	254	70	324	1.00E-05	1.00E-03	GCF_029625295.1
Flavobacterium luteolum	3003259	S	199	125	324	1.00E-05	1.00E-03	GCF_027111275.1
Flavobacterium sediminis	2201181	S	155	234	389	1.00E-05	1.00E-03	GCF_003148385.1
Flavobacterium praedii	3002900	S	149	580	729	1.00E-05	1.00E-03	GCF_026810365.1
Muricauda sp.	192149	S	226	135	361	1.00E-05	1.00E-03	GCF_028282265.1
Muricauda oceani	2698672	S	230	103	333	1.00E-05	1.00E-03	GCF_019457985.1
Christiangramia flava	1486245	S	300	77	377	1.00E-05	1.00E-03	GCF_913045485.1
Sinomicrobium kalidii	2900738	S	360	4	364	1.00E-05	1.00E-03	GCF_021183825.1
Amniculibacterium sp. G2-70	2767188	S	138	248	386	1.00E-05	1.00E-03	GCF_014353055.1
Chryseobacterium sp.	1871047	S	275	53	328	1.00E-05	1.00E-03	GCF_032002265.1
Chryseobacterium indologenes	253	S	517	253	770	1.00E-05	1.00E-03	GCF_030328245.1
Chryseobacterium camelliae	1265445	S	372	170	542	1.00E-05	1.00E-03	GCF_031454395.1
Chryseobacterium suipulveris	2929800	S	357	211	568	1.00E-05	1.00E-03	GCF_022811685.1
Chryseobacterium taklimakanense	536441	S	342	165	507	1.00E-05	1.00E-03	GCF_943912625.1
Chryseobacterium arthrosphaerae	651561	S	289	141	430	1.00E-05	1.00E-03	GCF_032108405.1
Chryseobacterium gleum	250	S	141	200	341	1.00E-05	1.00E-03	GCF_032061445.1
Chryseobacterium bernardetii	1241978	S	56	417	473	1.00E-05	1.00E-03	GCF_031454675.1
Epilithonimonas vandammei	2487072	S	160	302	462	1.00E-05	1.00E-03	GCF_032106205.1
Elizabethkingia anophelis	1117645	S	261	235	496	1.00E-05	1.00E-03	GCF_028898485.1
Ornithobacterium rhinotracheale	28251	S	283	284	567	1.00E-05	1.00E-03	GCF_024722395.1
Cruoricaptor ignavus	1118202	S	305	111	416	1.00E-05	1.00E-03	GCF_014961145.1
Blattabacterium cuenoti	1653831	S	542	50	592	1.00E-05	1.00E-03	GCF_014252515.1
Chitinophaga alhagiae	2203219	S	781	0	781	1.00E-05	1.00E-03	GCF_003568665.1
Chitinophaga agri	2703787	S	705	39	744	1.00E-05	1.00E-03	GCF_010093065.1
Chitinophaga caeni	2029983	S	566	32	598	1.00E-05	1.00E-03	GCF_002557795.1
Arachidicoccus sp. BS20	1850526	S	688	143	831	1.00E-05	1.00E-03	GCF_001659705.1
Arachidicoccus sp. B3-10	2545455	S	345	3	348	1.00E-05	1.00E-03	GCF_004337365.2
Arachidicoccus soli	2341117	S	504	27	531	1.00E-05	1.00E-03	GCF_003600625.1
Arachidicoccus terrestris	2875539	S	441	35	476	1.00E-05	1.00E-03	GCF_020042345.1
Arachidicoccus ginsenosidivorans	496057	S	412	40	452	1.00E-05	1.00E-03	GCF_007971385.1
Ferruginibacter lapsinanis	563172	S	872	50	922	1.00E-05	1.00E-03	GCF_020783315.1
Niabella ginsenosidivorans	1176587	S	782	29	811	1.00E-05	1.00E-03	GCF_001654455.1
Phnomibacter ginsenosidimutans	2676868	S	769	68	837	1.00E-05	1.00E-03	GCF_009740285.1
Thermoflavifilum sp.	1968839	S	737	6	743	1.00E-05	1.00E-03	GCF_014961315.1
Sediminibacterium sp. TEGAF015	575378	S	522	53	575	1.00E-05	1.00E-03	GCF_025997995.1
Longitalea sp. SCSIO 12813	3069118	S	324	1	325	1.00E-05	1.00E-03	GCF_030845195.1
Alistipes indistinctus	626932	S	886	80	966	1.00E-05	1.00E-03	GCF_959605895.1
Bacteroides thetaiotaomicron	818	S	430	178	608	1.00E-05	1.00E-03	GCF_032452915.1
Bacteroides salyersiae	291644	S	285	247	532	1.00E-05	1.00E-03	GCF_031172035.1
Bacteroides stercoris	46506	S	263	283	546	1.00E-05	1.00E-03	GCF_028528175.1
Bacteroides eggerthii	28111	S	241	242	483	1.00E-05	1.00E-03	GCF_030371675.1
Bacteroides cellulosilyticus	246787	S	227	199	426	1.00E-05	1.00E-03	GCF_032144155.1
Bacteroides zoogleoformans	28119	S	208	246	454	1.00E-05	1.00E-03	GCF_938041125.1
Bacteroides faecis	674529	S	190	149	339	1.00E-05	1.00E-03	GCF_028561815.1
Bacteroides uniformis	820	S	182	315	497	1.00E-05	1.00E-03	GCF_032463865.1
Bacteroides xylanisolvens	371601	S	169	370	539	1.00E-05	1.00E-03	GCF_029369765.1
Bacteroides ovatus	28116	S	98	278	376	1.00E-05	1.00E-03	GCF_032490535.1
Phocaeicola salanitronis	376805	S	421	159	580	1.00E-05	1.00E-03	GCF_030373885.1
Prevotella communis	2913614	S	355	18	373	1.00E-05	1.00E-03	GCF_022024175.1
Prevotella denticola	28129	S	349	91	440	1.00E-05	1.00E-03	GCF_963553365.1
Prevotella multiformis	282402	S	289	105	394	1.00E-05	1.00E-03	GCF_963535125.1
Prevotella melaninogenica	28132	S	278	101	379	1.00E-05	1.00E-03	GCF_963524475.1
Prevotella intermedia	28131	S	234	141	375	1.00E-05	1.00E-03	GCF_023148185.1
Paraprevotella clara	454154	S	152	183	335	1.00E-05	1.00E-03	GCF_959599775.1
Paraprevotella xylaniphila	454155	S	151	187	338	1.00E-05	1.00E-03	GCF_959602145.1
Hoylesella buccalis	28127	S	173	200	373	1.00E-05	1.00E-03	GCF_963512625.1
Parabacteroides goldsteinii	328812	S	345	78	423	1.00E-05	1.00E-03	GCF_948742315.1
Parabacteroides merdae	46503	S	254	274	528	1.00E-05	1.00E-03	GCF_028329455.1
Parabacteroides chongii	2685834	S	246	112	358	1.00E-05	1.00E-03	GCF_029581355.1
Parabacteroides johnsonii	387661	S	245	182	427	1.00E-05	1.00E-03	GCF_959602295.1
Tannerella serpentiformis	712710	S	931	21	952	1.00E-05	1.00E-03	GCF_001717525.2
Tannerella forsythia	28112	S	427	83	510	1.00E-05	1.00E-03	GCF_963540305.1
Duncaniella sp. C9	2530392	S	3	437	440	1.00E-05	1.00E-03	GCF_004803935.1
Muribaculum gordoncarteri	2530390	S	349	27	376	1.00E-05	1.00E-03	GCF_947625035.1
Paramuribaculum intestinale	2094151	S	535	28	563	1.00E-05	1.00E-03	GCF_030759015.1
Porphyromonas sp. oral taxon 275	712435	S	930	27	957	1.00E-05	1.00E-03	GCF_018127745.1
Petrimonas mucosa	1642646	S	410	54	464	1.00E-05	1.00E-03	GCF_028695765.1
Butyricimonas faecalis	2093856	S	195	177	372	1.00E-05	1.00E-03	GCF_928721515.1
Draconibacterium orientale	1168034	S	343	26	369	1.00E-05	1.00E-03	GCF_900111425.1
Candidatus Sulfidibacterium hydrothermale	2875962	S	352	2	354	1.00E-05	1.00E-03	GCF_020149915.1
Prosthecochloris sp. CIB 2401	1868325	S	470	71	541	1.00E-05	1.00E-03	GCF_001687065.1
Prosthecochloris sp. HL-130-GSB	1974213	S	406	36	442	1.00E-05	1.00E-03	GCF_002113825.1
Prosthecochloris aestuarii	1102	S	469	21	490	1.00E-05	1.00E-03	GCF_000020625.1
Pelodictyon phaeoclathratiforme	34090	S	332	10	342	1.00E-05	1.00E-03	GCF_019163155.1
Chlorobium limicola	1092	S	521	32	553	1.00E-05	1.00E-03	GCF_013335765.1
Chlorobium phaeobacteroides	1096	S	432	22	454	1.00E-05	1.00E-03	GCF_000015125.1
Chloroherpeton thalassium	100716	S	652	1	653	1.00E-05	1.00E-03	GCF_000020525.1
Melioribacter roseus	1134405	S	555	12	567	1.00E-05	1.00E-03	GCF_000279145.1
Fibrobacter succinogenes	833	S	590	1	591	1.00E-05	1.00E-03	GCF_023373925.1
Syntrophotalea acetylenivorans	1842532	S	850	41	891	1.00E-05	1.00E-03	GCF_001887775.1
Pseudodesulfovibrio sp. zrk46	2725288	S	749	71	820	1.00E-05	1.00E-03	GCF_012516435.1
Pseudodesulfovibrio sediminis	2810563	S	682	48	730	1.00E-05	1.00E-03	GCF_020886695.1
Pseudodesulfovibrio profundus	57320	S	616	319	935	1.00E-05	1.00E-03	GCF_900217235.1
Pseudodesulfovibrio piezophilus	879567	S	357	37	394	1.00E-05	1.00E-03	GCF_000341895.1
Pseudodesulfovibrio nedwellii	2973072	S	335	25	360	1.00E-05	1.00E-03	GCF_027923765.1
Desulfovibrio mangrovi	2976983	S	909	22	931	1.00E-05	1.00E-03	GCF_026230175.1
Desulfovibrio subterraneus	2718620	S	885	17	902	1.00E-05	1.00E-03	GCF_027558435.1
Desulfovibrio sp. G11	631220	S	723	82	805	1.00E-05	1.00E-03	GCF_900243745.1
Candidatus Desulfovibrio trichonymphae	1725232	S	404	11	415	1.00E-05	1.00E-03	GCF_002355955.1
Maridesulfovibrio salexigens	880	S	306	22	328	1.00E-05	1.00E-03	GCF_000023445.1
Paradesulfovibrio bizertensis	376490	S	411	8	419	1.00E-05	1.00E-03	GCF_021391355.1
Desulfobacter postgatei	2293	S	489	31	520	1.00E-05	1.00E-03	GCF_028703225.1
Desulfobacter hydrogenophilus	2291	S	485	36	521	1.00E-05	1.00E-03	GCF_010499545.1
Desulforapulum autotrophicum	2296	S	518	20	538	1.00E-05	1.00E-03	GCF_000020365.1
Desulfonema magnum	45655	S	669	10	679	1.00E-05	1.00E-03	GCF_017377395.1
Desulfobulbus oligotrophicus	1909699	S	571	150	721	1.00E-05	1.00E-03	GCF_016446285.1
Desulfosediminicola ganghwensis	2569540	S	529	30	559	1.00E-05	1.00E-03	GCF_005116675.2
Desulfopila sp. IMCC35008	2653858	S	407	7	414	1.00E-05	1.00E-03	GCF_010646885.2
Thermosulfurimonas marina	2047767	S	599	31	630	1.00E-05	1.00E-03	GCF_012317585.1
Thermosulfuriphilus ammonigenes	1936021	S	415	9	424	1.00E-05	1.00E-03	GCF_013761125.1
Thermodesulfatator indicus	171695	S	261	75	336	1.00E-05	1.00E-03	GCF_000217795.1
Syntrophus aciditrophicus	316277	S	852	28	880	1.00E-05	1.00E-03	GCF_000013405.1
Leptospirillum ferriphilum	178606	S	286	291	577	1.00E-05	1.00E-03	GCF_900198525.1
Leptospirillum sp. Group II 'CF-1'	1660083	S	208	246	454	1.00E-05	1.00E-03	GCF_001186405.1
Dissulfurispira thermophila	2715679	S	402	0	402	1.00E-05	1.00E-03	GCF_014701235.1
Treponema brennaborense	81028	S	532	147	679	1.00E-05	1.00E-03	GCF_000212415.1
Treponema socranskii	53419	S	425	10	435	1.00E-05	1.00E-03	GCF_963553455.1
Treponema primitia	88058	S	400	33	433	1.00E-05	1.00E-03	GCF_000214375.1
Treponema pallidum	160	S	25	728	753	1.00E-05	1.00E-03	GCF_030384645.1
Spirochaeta africana	46355	S	790	1	791	1.00E-05	1.00E-03	GCF_000242595.2
Breznakiella homolactica	2798577	S	741	54	795	1.00E-05	1.00E-03	GCF_016616095.2
Leadbettera azotonutricia	150829	S	416	21	437	1.00E-05	1.00E-03	GCF_000214355.1
Sphaerochaeta associata	1129264	S	356	30	386	1.00E-05	1.00E-03	GCF_900182845.1
Campylobacter concisus	199	S	425	26	451	1.00E-05	1.00E-03	GCF_020351935.1
Campylobacter jejuni	197	S	60	273	333	1.00E-05	1.00E-03	GCF_032485155.1
Helicobacter pylori	210	S	752	63	815	1.00E-05	1.00E-03	GCF_031670015.1
Nitratifractor salsuginis	269261	S	748	23	771	1.00E-05	1.00E-03	GCF_000186245.1
Hydrogenimonas urashimensis	2740515	S	692	23	715	1.00E-05	1.00E-03	GCF_016593255.1
Hydrogenimonas sp. ISO32	2993563	S	453	28	481	1.00E-05	1.00E-03	GCF_030296055.1
Thermanaerovibrio acidaminovorans	81462	S	705	117	822	1.00E-05	1.00E-03	GCF_937138385.1
Thermanaerovibrio velox	108007	S	407	53	460	1.00E-05	1.00E-03	GCF_000237825.1
Jonquetella anthropi	428712	S	755	84	839	1.00E-05	1.00E-03	GCF_947253985.1
Candidatus Nanosynbacter lyticus	2093824	S	369	316	685	1.00E-05	1.00E-03	GCF_030253515.1
Candidatus Nanosynbacter sp. HMT-352	2899133	S	296	176	472	1.00E-05	1.00E-03	GCF_022819385.1
Candidatus Saccharimonas aalborgensis	1332188	S	385	30	415	1.00E-05	1.00E-03	GCF_000392435.1
Candidatus Mycosynbacter amalyticus	2665156	S	529	1	530	1.00E-05	1.00E-03	GCF_025273655.1
Candidatus Fervidibacter sacchari	1448929	S	640	0	640	1.00E-05	1.00E-03	GCF_030520105.1
Thermotoga caldifontis	1508419	S	331	7	338	1.00E-05	1.00E-03	GCF_000828655.1
Tepiditoga spiralis	2108365	S	317	20	337	1.00E-05	1.00E-03	GCF_014701195.1
Geovibrio thiophilus	139438	S	359	60	419	1.00E-05	1.00E-03	GCF_004087915.1
Streptomyces sp. KY75	2772433	S	13	1195	1208	2.00E-05	2.00E-03	GCF_904440645.1
Mycobacterium shottsii	133549	S	642	675	1317	2.00E-05	2.00E-03	GCF_019456695.2
Mycobacterium liflandii	261524	S	51	1162	1213	2.00E-05	2.00E-03	GCF_000026445.2
Mycobacterium lepromatosis	480418	S	1543	16	1559	2.00E-05	2.00E-03	GCF_000975265.2
Rhodococcus sp. RCBS9	3031999	S	126	904	1030	2.00E-05	2.00E-03	GCF_029457415.1
Rhodococcus sp. C1	644410	S	121	1053	1174	2.00E-05	2.00E-03	GCF_020809065.1
Corynebacterium sp. SCR221107	3017361	S	1357	234	1591	2.00E-05	2.00E-03	GCF_027886475.1
Corynebacterium sp. FDAARGOS 1242	2778078	S	375	757	1132	2.00E-05	2.00E-03	GCF_016889985.1
Corynebacterium ciconiae	227319	S	1494	68	1562	2.00E-05	2.00E-03	GCF_000372385.1
Corynebacterium hindlerae	699041	S	1324	116	1440	2.00E-05	2.00E-03	GCF_017638445.1
Corynebacterium aquilae	203263	S	1305	158	1463	2.00E-05	2.00E-03	GCF_001941445.1
Corynebacterium atrinae	1336740	S	1284	294	1578	2.00E-05	2.00E-03	GCF_030408455.1
Corynebacterium matruchotii	43768	S	1259	28	1287	2.00E-05	2.00E-03	GCF_963550885.1
Corynebacterium zhongnanshanii	2768834	S	1192	129	1321	2.00E-05	2.00E-03	GCF_014490575.1
Corynebacterium endometrii	2488819	S	1190	139	1329	2.00E-05	2.00E-03	GCF_004795735.1
Corynebacterium kroppenstedtii	161879	S	1189	135	1324	2.00E-05	2.00E-03	GCF_030486665.1
Corynebacterium faecale	1758466	S	1115	495	1610	2.00E-05	2.00E-03	GCF_030408735.1
Corynebacterium flavescens	28028	S	1106	283	1389	2.00E-05	2.00E-03	GCF_032061165.1
Corynebacterium renale	1724	S	1043	68	1111	2.00E-05	2.00E-03	GCF_900447255.1
Corynebacterium kalinowskii	2675216	S	1020	476	1496	2.00E-05	2.00E-03	GCF_009734385.1
Corynebacterium camporealensis	161896	S	933	144	1077	2.00E-05	2.00E-03	GCF_000766885.2
Corynebacterium lizhenjunii	2709394	S	909	72	981	2.00E-05	2.00E-03	GCF_011038655.2
Corynebacterium propinquum	43769	S	890	536	1426	2.00E-05	2.00E-03	GCF_030515835.1
Corynebacterium epidermidicanis	1050174	S	850	155	1005	2.00E-05	2.00E-03	GCF_001021025.1
Corynebacterium urogenitale	2487892	S	842	130	972	2.00E-05	2.00E-03	GCF_009026825.1
Corynebacterium pseudodiphtheriticum	37637	S	740	335	1075	2.00E-05	2.00E-03	GCF_030515855.1
Corynebacterium pseudotuberculosis	1719	S	397	671	1068	2.00E-05	2.00E-03	GCF_029674565.1
Corynebacterium ihumii	1232427	S	386	987	1373	2.00E-05	2.00E-03	GCF_028609825.1
Dietzia sp. JS16-p6b	2052657	S	1	1310	1311	2.00E-05	2.00E-03	GCF_003052165.1
Leucobacter coleopterorum	2714933	S	1478	125	1603	2.00E-05	2.00E-03	GCF_011382985.1
Kocuria sp. KD4	2719588	S	833	779	1612	2.00E-05	2.00E-03	GCF_011769905.1
Micrococcus sp. SL257	2995171	S	68	1085	1153	2.00E-05	2.00E-03	GCF_026625585.1
Glutamicibacter mysorens	257984	S	361	1109	1470	2.00E-05	2.00E-03	GCF_024266955.1
Rothia aeria	172042	S	791	258	1049	2.00E-05	2.00E-03	GCF_963555125.1
Rothia dentocariosa	2047	S	649	368	1017	2.00E-05	2.00E-03	GCF_963555005.1
Rothia terrae	396015	S	426	683	1109	2.00E-05	2.00E-03	GCF_031844445.1
Rothia amarae	169480	S	384	632	1016	2.00E-05	2.00E-03	GCF_014705945.2
Paenarthrobacter sp. YJN-D	2735317	S	357	809	1166	2.00E-05	2.00E-03	GCF_015040335.1
Devriesea agamarum	472569	S	1373	101	1474	2.00E-05	2.00E-03	GCF_900070355.1
Dermatophilus congolensis	1863	S	1038	112	1150	2.00E-05	2.00E-03	GCF_017585205.1
Jonesia denitrificans	43674	S	857	262	1119	2.00E-05	2.00E-03	GCF_019048465.1
Cutibacterium sp. CBA3108	3016342	S	1411	151	1562	2.00E-05	2.00E-03	GCF_028021195.1
